ItemNo|ItemDescription|Quantity|Price
0000027213|Item 0000027213|635|431.41
0000034462|Item 0000034462|5|332.24
0000001691|Item 0000001691|498|658.87
0000014954|Item 0000014954|506|700.94
0000032591|Item 0000032591|285|346.48
0000037345|Item 0000037345|159|517.39
0000004171|Item 0000004171|897|167.32
0000030190|Item 0000030190|396|685.72
0000047721|Item 0000047721|37|693.34
0000011247|Item 0000011247|791|51.78
0000008928|Item 0000008928|935|944.27
0000023187|Item 0000023187|804|960.38
0000012890|Item 0000012890|931|380.16
0000017811|Item 0000017811|905|39.83
0000032956|Item 0000032956|322|571.43
0000037069|Item 0000037069|991|50.64
0000005274|Item 0000005274|633|247.15
0000026972|Item 0000026972|152|933.25
0000037303|Item 0000037303|107|677.25
0000026585|Item 0000026585|996|411.48
0000018230|Item 0000018230|602|527.91
0000028311|Item 0000028311|353|897.44
0000004937|Item 0000004937|836|975.79
0000035063|Item 0000035063|722|29.80
0000039559|Item 0000039559|489|476.90
0000012090|Item 0000012090|29|106.85
0000008529|Item 0000008529|9|203.29
0000049033|Item 0000049033|127|726.38
0000018813|Item 0000018813|269|682.47
0000027631|Item 0000027631|552|416.96
0000010861|Item 0000010861|585|509.38
0000022738|Item 0000022738|198|245.98
0000006826|Item 0000006826|987|497.72
0000036926|Item 0000036926|813|334.81
0000038799|Item 0000038799|426|709.80
0000022115|Item 0000022115|454|97.69
0000045344|Item 0000045344|402|809.50
0000039700|Item 0000039700|978|389.10
0000030505|Item 0000030505|744|943.32
0000015496|Item 0000015496|361|286.97
0000034114|Item 0000034114|808|536.92
0000019703|Item 0000019703|27|495.13
0000004769|Item 0000004769|757|95.59
0000034103|Item 0000034103|859|304.20
0000033710|Item 0000033710|195|817.07
0000014810|Item 0000014810|956|859.21
0000008027|Item 0000008027|285|595.34
0000023962|Item 0000023962|583|660.02
0000019797|Item 0000019797|829|247.85
0000020006|Item 0000020006|927|729.61
0000031782|Item 0000031782|506|119.01
0000012583|Item 0000012583|923|586.49
0000013917|Item 0000013917|683|142.22
0000048966|Item 0000048966|193|865.77
0000030034|Item 0000030034|727|420.84
0000017251|Item 0000017251|306|767.57
0000023207|Item 0000023207|949|102.18
0000001018|Item 0000001018|736|380.86
0000036283|Item 0000036283|783|875.08
0000013024|Item 0000013024|52|601.80
0000005390|Item 0000005390|247|655.72
0000042797|Item 0000042797|209|803.46
0000009613|Item 0000009613|829|211.45
0000010042|Item 0000010042|646|687.90
0000036357|Item 0000036357|979|997.73
0000035932|Item 0000035932|514|208.19
0000046211|Item 0000046211|646|501.11
0000032470|Item 0000032470|407|603.90
0000017129|Item 0000017129|463|439.42
0000024483|Item 0000024483|857|482.10
0000017560|Item 0000017560|984|159.54
0000013448|Item 0000013448|467|147.42
0000033837|Item 0000033837|842|253.55
0000047890|Item 0000047890|403|290.90
0000024651|Item 0000024651|92|785.26
0000033831|Item 0000033831|138|680.66
0000042024|Item 0000042024|93|531.66
0000003252|Item 0000003252|473|238.42
0000047434|Item 0000047434|76|50.00
0000018737|Item 0000018737|652|561.89
0000043782|Item 0000043782|957|241.52
0000007168|Item 0000007168|87|806.72
0000012697|Item 0000012697|496|70.13
0000018204|Item 0000018204|204|360.98
0000011004|Item 0000011004|484|619.39
0000001940|Item 0000001940|533|519.33
0000031119|Item 0000031119|446|602.00
0000046510|Item 0000046510|776|266.16
0000013097|Item 0000013097|215|581.09
0000033036|Item 0000033036|570|316.20
0000042810|Item 0000042810|651|124.74
0000049729|Item 0000049729|62|430.57
0000038833|Item 0000038833|606|683.80
0000012802|Item 0000012802|485|919.40
0000046162|Item 0000046162|366|574.85
0000013936|Item 0000013936|231|784.75
0000007536|Item 0000007536|642|563.37
0000002541|Item 0000002541|279|548.52
0000020271|Item 0000020271|331|292.87
0000023677|Item 0000023677|34|434.80
0000001588|Item 0000001588|160|948.58
0000046781|Item 0000046781|962|141.26
0000037574|Item 0000037574|920|213.92
0000029669|Item 0000029669|107|504.51
0000028380|Item 0000028380|377|762.61
0000043434|Item 0000043434|312|232.70
0000040597|Item 0000040597|352|766.46
0000022021|Item 0000022021|300|114.58
0000044812|Item 0000044812|751|84.80
0000042738|Item 0000042738|964|237.83
0000018062|Item 0000018062|729|729.15
0000042338|Item 0000042338|261|663.66
0000033863|Item 0000033863|285|229.39
0000008600|Item 0000008600|297|46.76
0000036197|Item 0000036197|298|632.64
0000017302|Item 0000017302|810|64.60
0000024207|Item 0000024207|613|316.97
0000019916|Item 0000019916|225|389.49
0000005068|Item 0000005068|26|206.02
0000013306|Item 0000013306|805|601.70
0000022526|Item 0000022526|912|757.51
0000009530|Item 0000009530|375|826.97
0000036023|Item 0000036023|579|313.08
0000026960|Item 0000026960|114|722.16
0000014994|Item 0000014994|479|780.02
0000000978|Item 0000000978|158|876.32
0000017829|Item 0000017829|111|988.65
0000009876|Item 0000009876|988|890.87
0000012617|Item 0000012617|646|9.36
0000039172|Item 0000039172|330|87.75
0000033935|Item 0000033935|919|251.75
0000018981|Item 0000018981|909|342.69
0000038048|Item 0000038048|387|823.63
0000017655|Item 0000017655|387|689.36
0000035076|Item 0000035076|582|265.24
0000046792|Item 0000046792|828|796.22
0000039820|Item 0000039820|598|400.91
0000028542|Item 0000028542|964|118.33
0000046736|Item 0000046736|104|405.97
0000005961|Item 0000005961|11|950.41
0000032481|Item 0000032481|262|869.07
0000031247|Item 0000031247|165|257.23
0000038345|Item 0000038345|312|919.71
0000049012|Item 0000049012|305|211.97
0000029125|Item 0000029125|301|245.73
0000012934|Item 0000012934|539|920.75
0000025286|Item 0000025286|496|273.01
0000023822|Item 0000023822|285|363.28
0000020343|Item 0000020343|170|21.46
0000005576|Item 0000005576|334|460.06
0000041214|Item 0000041214|105|226.90
0000040424|Item 0000040424|99|593.95
0000011490|Item 0000011490|529|929.58
0000034159|Item 0000034159|33|113.07
0000048438|Item 0000048438|883|380.71
0000044610|Item 0000044610|221|55.90
0000028584|Item 0000028584|483|170.05
0000045803|Item 0000045803|303|161.28
0000037630|Item 0000037630|483|315.17
0000003527|Item 0000003527|944|135.36
0000018528|Item 0000018528|229|885.24
0000042807|Item 0000042807|813|194.87
0000049553|Item 0000049553|8|382.14
0000007212|Item 0000007212|45|836.03
0000003122|Item 0000003122|546|896.92
0000047219|Item 0000047219|999|213.67
0000037059|Item 0000037059|656|132.19
0000036243|Item 0000036243|400|200.08
0000016108|Item 0000016108|560|783.65
0000020731|Item 0000020731|819|221.78
0000002900|Item 0000002900|997|989.28
0000013466|Item 0000013466|989|337.63
0000033319|Item 0000033319|526|991.97
0000008390|Item 0000008390|285|102.80
0000046372|Item 0000046372|639|467.30
0000043116|Item 0000043116|340|542.88
0000039028|Item 0000039028|612|725.57
0000008097|Item 0000008097|401|177.39
0000020853|Item 0000020853|136|818.03
0000045740|Item 0000045740|767|646.11
0000017991|Item 0000017991|554|981.66
0000044264|Item 0000044264|387|689.97
0000009021|Item 0000009021|475|1.40
0000034106|Item 0000034106|805|701.54
0000026967|Item 0000026967|602|427.58
0000031195|Item 0000031195|531|728.73
0000011635|Item 0000011635|978|27.81
0000025736|Item 0000025736|587|196.09
0000048305|Item 0000048305|178|217.49
0000000055|Item 0000000055|386|530.71
0000013492|Item 0000013492|309|808.35
0000031963|Item 0000031963|850|264.17
0000021928|Item 0000021928|807|28.78
0000028543|Item 0000028543|258|666.79
0000031123|Item 0000031123|499|248.55
0000019290|Item 0000019290|791|775.70
0000024607|Item 0000024607|423|363.49
0000044780|Item 0000044780|41|64.30
0000035292|Item 0000035292|894|7.33
0000000465|Item 0000000465|171|263.58
0000012320|Item 0000012320|37|868.68
0000035783|Item 0000035783|91|566.07
0000029802|Item 0000029802|681|196.50
0000049822|Item 0000049822|280|754.61
0000042245|Item 0000042245|209|922.77
0000024841|Item 0000024841|398|89.51
0000032098|Item 0000032098|483|180.01
0000021145|Item 0000021145|514|117.98
0000021503|Item 0000021503|568|794.45
0000034061|Item 0000034061|681|277.29
0000019538|Item 0000019538|462|214.01
0000049976|Item 0000049976|783|689.06
0000021160|Item 0000021160|745|192.46
0000026994|Item 0000026994|921|148.50
0000032012|Item 0000032012|481|677.22
0000017534|Item 0000017534|89|100.29
0000028417|Item 0000028417|590|119.60
0000015648|Item 0000015648|416|246.59
0000029954|Item 0000029954|134|376.08
0000027137|Item 0000027137|922|722.46
0000026478|Item 0000026478|814|936.68
0000005919|Item 0000005919|780|413.82
0000039111|Item 0000039111|506|236.95
0000037183|Item 0000037183|428|869.33
0000022973|Item 0000022973|620|763.85
0000034371|Item 0000034371|709|110.34
0000007901|Item 0000007901|947|473.47
0000002146|Item 0000002146|43|670.68
0000049313|Item 0000049313|779|931.49
0000015224|Item 0000015224|703|319.54
0000018302|Item 0000018302|424|349.55
0000027384|Item 0000027384|59|416.37
0000041448|Item 0000041448|182|193.06
0000025014|Item 0000025014|513|307.47
0000048796|Item 0000048796|253|671.10
0000024027|Item 0000024027|935|851.90
0000029366|Item 0000029366|73|957.20
0000006087|Item 0000006087|530|95.34
0000002316|Item 0000002316|104|834.44
0000033001|Item 0000033001|682|287.55
0000047848|Item 0000047848|510|809.93
0000029679|Item 0000029679|896|519.23
0000028385|Item 0000028385|310|145.64
0000026677|Item 0000026677|33|269.55
0000022222|Item 0000022222|264|655.09
0000049486|Item 0000049486|628|319.32
0000006823|Item 0000006823|736|67.03
0000006847|Item 0000006847|449|352.17
0000034152|Item 0000034152|251|184.51
0000030938|Item 0000030938|517|660.52
0000028720|Item 0000028720|90|992.31
0000022662|Item 0000022662|344|437.38
0000024131|Item 0000024131|46|879.24
0000043055|Item 0000043055|979|777.65
0000029795|Item 0000029795|673|87.78
0000017167|Item 0000017167|3|19.84
0000037030|Item 0000037030|73|743.91
0000018215|Item 0000018215|707|204.57
0000023382|Item 0000023382|666|453.96
0000026316|Item 0000026316|688|41.92
0000023359|Item 0000023359|567|529.73
0000020421|Item 0000020421|133|81.32
0000010028|Item 0000010028|8|163.23
0000010161|Item 0000010161|729|568.79
0000033687|Item 0000033687|80|440.81
0000033576|Item 0000033576|716|405.29
0000044892|Item 0000044892|945|779.95
0000038779|Item 0000038779|53|974.91
0000011889|Item 0000011889|336|209.44
0000003931|Item 0000003931|485|292.17
0000001785|Item 0000001785|564|165.31
0000015805|Item 0000015805|827|122.05
0000014795|Item 0000014795|242|717.93
0000025763|Item 0000025763|904|312.45
0000034253|Item 0000034253|19|780.53
0000011308|Item 0000011308|581|965.91
0000029903|Item 0000029903|728|741.52
0000020222|Item 0000020222|496|524.64
0000043785|Item 0000043785|956|787.62
0000026883|Item 0000026883|110|741.43
0000003353|Item 0000003353|292|377.94
0000023600|Item 0000023600|952|309.12
0000001772|Item 0000001772|246|751.54
0000013358|Item 0000013358|931|370.79
0000003283|Item 0000003283|528|794.50
0000022732|Item 0000022732|993|116.90
0000043662|Item 0000043662|897|490.39
0000044942|Item 0000044942|395|439.53
0000012271|Item 0000012271|447|781.38
0000045946|Item 0000045946|14|559.51
0000049212|Item 0000049212|428|57.45
0000004276|Item 0000004276|956|169.83
0000001587|Item 0000001587|342|98.15
0000027356|Item 0000027356|932|845.74
0000008866|Item 0000008866|281|209.34
0000018643|Item 0000018643|283|537.06
0000039385|Item 0000039385|287|549.71
0000000055|Item 0000000055|298|849.83
0000038608|Item 0000038608|663|337.14
0000025751|Item 0000025751|680|696.57
0000016259|Item 0000016259|933|236.50
0000048955|Item 0000048955|480|97.36
0000009579|Item 0000009579|682|626.60
0000005074|Item 0000005074|83|964.83
0000028647|Item 0000028647|272|610.97
0000002021|Item 0000002021|411|382.59
0000012119|Item 0000012119|592|920.37
0000045963|Item 0000045963|603|342.46
0000034420|Item 0000034420|916|768.86
0000023774|Item 0000023774|875|299.78
0000024601|Item 0000024601|347|31.76
0000033385|Item 0000033385|384|492.18
0000032453|Item 0000032453|535|685.62
0000045886|Item 0000045886|370|330.79
0000027672|Item 0000027672|396|718.85
0000032909|Item 0000032909|232|685.11
0000032386|Item 0000032386|650|158.79
0000019454|Item 0000019454|304|213.68
0000041339|Item 0000041339|400|249.47
0000018646|Item 0000018646|934|962.86
0000025892|Item 0000025892|987|793.09
0000035550|Item 0000035550|345|901.60
0000017577|Item 0000017577|25|220.52
0000031103|Item 0000031103|153|173.03
0000042642|Item 0000042642|831|124.60
0000036427|Item 0000036427|454|77.54
0000023880|Item 0000023880|66|340.48
0000046718|Item 0000046718|1|736.12
0000044169|Item 0000044169|91|797.08
0000022766|Item 0000022766|599|703.67
0000043455|Item 0000043455|535|661.64
0000012792|Item 0000012792|199|515.21
0000008457|Item 0000008457|739|877.81
0000014349|Item 0000014349|610|88.23
0000034397|Item 0000034397|273|582.30
0000006484|Item 0000006484|27|492.58
0000023476|Item 0000023476|226|104.37
0000042762|Item 0000042762|227|131.93
0000004022|Item 0000004022|263|233.49
0000035340|Item 0000035340|157|304.36
0000002823|Item 0000002823|94|179.57
0000031101|Item 0000031101|121|567.13
0000032669|Item 0000032669|174|94.68
0000024143|Item 0000024143|762|726.03
0000037022|Item 0000037022|725|765.19
0000008003|Item 0000008003|855|175.36
0000017321|Item 0000017321|84|931.80
0000029297|Item 0000029297|217|690.05
0000044452|Item 0000044452|854|775.18
0000043987|Item 0000043987|512|852.24
0000036778|Item 0000036778|172|505.88
0000019785|Item 0000019785|992|920.86
0000014975|Item 0000014975|414|271.19
0000046637|Item 0000046637|113|773.42
0000017789|Item 0000017789|912|390.71
0000007498|Item 0000007498|94|200.69
0000002457|Item 0000002457|712|564.81
0000002112|Item 0000002112|370|610.84
0000038531|Item 0000038531|387|871.43
0000014538|Item 0000014538|8|75.03
0000014627|Item 0000014627|306|89.71
0000008768|Item 0000008768|968|18.21
0000020616|Item 0000020616|725|300.49
0000020886|Item 0000020886|747|64.49
0000017291|Item 0000017291|475|524.27
0000037114|Item 0000037114|98|306.28
0000021331|Item 0000021331|655|535.40
0000019079|Item 0000019079|652|525.53
0000023385|Item 0000023385|750|968.09
0000003612|Item 0000003612|252|866.04
0000048987|Item 0000048987|239|260.68
0000016811|Item 0000016811|961|102.29
0000037729|Item 0000037729|532|37.06
0000018307|Item 0000018307|691|934.79
0000043944|Item 0000043944|231|784.39
0000029760|Item 0000029760|621|785.87
0000017766|Item 0000017766|835|241.37
0000039032|Item 0000039032|103|645.77
0000035103|Item 0000035103|136|171.19
0000044689|Item 0000044689|787|115.26
0000042252|Item 0000042252|960|668.05
0000002612|Item 0000002612|247|386.29
0000027762|Item 0000027762|298|687.20
0000008572|Item 0000008572|957|452.87
0000026945|Item 0000026945|175|274.79
0000035150|Item 0000035150|505|571.44
0000043157|Item 0000043157|166|406.60
0000010493|Item 0000010493|210|379.10
0000023837|Item 0000023837|566|860.85
0000039429|Item 0000039429|12|401.37
0000006995|Item 0000006995|801|50.00
0000028654|Item 0000028654|478|548.99
0000000616|Item 0000000616|951|997.04
0000041029|Item 0000041029|78|600.47
0000003120|Item 0000003120|134|423.59
0000026268|Item 0000026268|665|76.58
0000046731|Item 0000046731|903|139.25
0000000581|Item 0000000581|638|521.95
0000009798|Item 0000009798|839|174.64
0000018038|Item 0000018038|785|478.28
0000016239|Item 0000016239|912|688.38
0000016866|Item 0000016866|571|256.59
0000047110|Item 0000047110|635|424.81
0000015305|Item 0000015305|169|482.17
0000043008|Item 0000043008|432|326.38
0000002572|Item 0000002572|840|828.10
0000035615|Item 0000035615|757|364.98
0000027593|Item 0000027593|286|445.74
0000005127|Item 0000005127|768|971.16
0000028486|Item 0000028486|22|66.18
0000003864|Item 0000003864|106|551.83
0000032709|Item 0000032709|88|775.68
0000032286|Item 0000032286|91|185.87
0000037799|Item 0000037799|235|359.49
0000012595|Item 0000012595|990|660.10
0000039185|Item 0000039185|192|640.26
0000037188|Item 0000037188|22|650.49
0000000805|Item 0000000805|992|365.45
0000042422|Item 0000042422|792|582.70
0000047291|Item 0000047291|176|569.03
0000047007|Item 0000047007|600|501.29
0000027141|Item 0000027141|275|877.19
0000042495|Item 0000042495|831|561.95
0000044744|Item 0000044744|455|751.41
0000005689|Item 0000005689|498|672.18
0000034198|Item 0000034198|530|831.12
0000011647|Item 0000011647|348|354.01
0000024067|Item 0000024067|700|696.00
0000020711|Item 0000020711|14|824.05
0000020942|Item 0000020942|379|809.60
0000039339|Item 0000039339|221|715.60
0000011493|Item 0000011493|262|819.85
0000035454|Item 0000035454|434|126.64
0000039259|Item 0000039259|656|908.70
0000021614|Item 0000021614|538|736.62
0000049989|Item 0000049989|194|979.08
0000025022|Item 0000025022|948|957.49
0000013719|Item 0000013719|337|516.75
0000019321|Item 0000019321|688|574.70
0000031331|Item 0000031331|839|389.46
0000014024|Item 0000014024|943|731.93
0000009157|Item 0000009157|75|652.47
0000003528|Item 0000003528|388|101.13
0000013719|Item 0000013719|790|428.61
0000048654|Item 0000048654|948|612.55
0000039011|Item 0000039011|576|876.31
0000019536|Item 0000019536|544|733.30
0000023720|Item 0000023720|408|871.32
0000027355|Item 0000027355|690|281.65
0000037376|Item 0000037376|279|186.14
0000022616|Item 0000022616|102|800.51
0000036764|Item 0000036764|390|61.19
0000001613|Item 0000001613|536|265.45
0000020059|Item 0000020059|236|116.59
0000019674|Item 0000019674|722|839.34
0000000048|Item 0000000048|677|774.08
0000043072|Item 0000043072|149|326.82
